Pulse Ox data file Pulse000.csv code file /Users/g-gollin/SuperWoodchuckie2/_medicine/pulse_oximeter_2024_code/run_pulse_oximeter_2024_v5/run_pulse_oximeter_2024_v5.ino
Code date/time of last compilation was Feb 15 2024 22:07:59  DS3231 RTC date and time are 2024/2/16 (Friday)   4:08:18. temperature: 23.00*C or 73.40*F
N,t (ms),NIR I,white I,pulse ox light I,white light I,pulse ox 415,pulse ox 445,pulse ox 480,pulse ox 515,pulse ox clear0,pulse ox NIR0,pulse ox 555,pulse ox 590,pulse ox 630,pulse ox 680,pulse ox clear,pulse ox NIR,skin color 415,skin color 445,skin color 480,skin color 515,skin color clear0,skin color NIR0,skin color 555,skin color 590,skin color 630,skin color 680,skin color clear,skin color NIR,magic date
373,16359,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,95,133,223,462,0,0,0,0,0,0,2,5,35,64,60,3,9188
374,16396,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,92,127,220,469,0,0,0,0,0,0,2,5,35,64,60,3,9188
375,16433,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,98,135,229,475,0,0,0,0,0,0,2,5,35,64,60,3,9188
376,16632,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,97,132,228,486,0,0,0,0,0,0,2,5,35,64,60,3,9188
377,16669,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,99,134,230,487,0,0,0,0,0,0,2,5,35,64,60,3,9188
378,16707,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,102,139,235,487,0,0,0,0,0,0,2,5,35,64,60,3,9188
379,16744,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,98,135,231,489,0,0,0,0,0,0,2,5,35,64,60,3,9188
380,16781,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,99,135,231,489,0,0,0,0,0,0,2,5,35,64,60,3,9188
381,16823,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,96,131,228,490,0,0,0,0,0,0,2,5,35,64,60,3,9188
382,16860,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,97,132,229,490,0,0,0,0,0,0,2,5,35,64,60,3,9188
383,16898,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,88,124,216,471,0,0,0,0,0,0,2,5,35,64,60,3,9188
384,16935,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,87,124,212,454,0,0,0,0,0,0,2,5,35,64,60,3,9188
385,16972,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,84,120,206,450,0,0,0,0,0,0,2,5,35,64,60,3,9188
386,17010,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,88,125,211,452,0,0,0,0,0,0,2,5,35,64,60,3,9188
387,17051,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,90,127,215,461,0,0,0,0,0,0,2,5,35,64,60,3,9188
388,17088,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,88,123,214,468,0,0,0,0,0,0,2,5,35,64,60,3,9188
389,17126,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,94,132,224,476,0,0,0,0,0,0,2,5,35,64,60,3,9188
390,17163,9.749,-0.430,0,0,0,0,0,0,0,0,7,23,90,125,218,478,0,0,0,0,0,0,2,5,35,64,60,3,9188
391,17200,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,96,133,228,479,0,0,0,0,0,0,2,5,35,64,60,3,9188
392,17242,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,97,134,229,483,0,0,0,0,0,0,2,5,35,64,60,3,9188
393,17279,9.749,-0.430,0,0,0,0,0,0,0,0,7,24,92,126,221,484,0,0,0,0,0,0,2,5,35,64,60,3,9188
394,17317,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,97,134,230,488,0,0,0,0,0,0,2,5,35,64,60,3,9188
395,17354,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,92,125,221,487,0,0,0,0,0,0,2,5,35,64,60,3,9188
396,17391,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,97,133,228,490,0,0,0,0,0,0,2,5,35,64,60,3,9188
397,17429,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,91,125,221,491,0,0,0,0,0,0,2,5,35,64,60,3,9188
398,17470,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,92,126,222,489,0,0,0,0,0,0,2,5,35,64,60,3,9188
399,17507,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,96,131,228,492,0,0,0,0,0,0,2,5,35,64,60,3,9188
400,17545,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,93,127,223,493,0,0,0,0,0,0,2,5,35,64,60,3,9188
401,17737,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,82,117,200,435,0,0,0,0,0,0,2,5,35,64,60,3,9188
402,17774,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,82,116,199,431,0,0,0,0,0,0,2,5,35,64,60,3,9188
403,17821,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,79,111,195,435,0,0,0,0,0,0,2,5,35,64,60,3,9188
404,17858,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,84,118,202,438,0,0,0,0,0,0,2,5,35,64,60,3,9188
405,17895,9.749,-0.430,0,0,0,0,0,0,0,0,6,20,80,112,196,436,0,0,0,0,0,0,2,5,35,64,60,3,9188
406,17933,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,84,117,201,435,0,0,0,0,0,0,2,5,35,64,60,3,9188
407,17970,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,79,113,194,435,0,0,0,0,0,0,2,5,35,64,60,3,9188
408,18008,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,83,117,200,436,0,0,0,0,0,0,2,5,35,64,60,3,9188
409,18124,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,81,114,197,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
410,18161,9.749,-0.430,0,0,0,0,0,0,0,0,6,20,81,114,197,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
411,18198,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,81,114,197,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
412,18236,9.749,-0.430,0,0,0,0,0,0,0,0,6,20,81,115,198,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
413,18273,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,80,113,197,438,0,0,0,0,0,0,2,5,35,64,60,3,9188
414,18310,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,83,117,203,446,0,0,0,0,0,0,2,5,35,64,60,3,9188
415,18353,9.749,-0.430,0,0,0,0,0,0,0,0,6,20,81,113,198,444,0,0,0,0,0,0,2,5,35,64,60,3,9188
416,18391,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,78,111,191,422,0,0,0,0,0,0,2,5,35,64,60,3,9188
417,18428,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,76,109,185,407,0,0,0,0,0,0,2,5,35,64,60,3,9188
418,18465,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,75,108,184,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
419,18503,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,75,108,183,396,0,0,0,0,0,0,2,5,35,64,60,3,9188
420,18544,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,75,109,183,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
421,18581,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,105,181,403,0,0,0,0,0,0,2,5,35,64,60,3,9188
422,18618,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,76,110,186,406,0,0,0,0,0,0,2,5,35,64,60,3,9188
423,18656,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,74,105,182,406,0,0,0,0,0,0,2,5,35,64,60,3,9188
424,18693,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,78,111,189,409,0,0,0,0,0,0,2,5,35,64,60,3,9188
425,18731,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,74,105,184,411,0,0,0,0,0,0,2,5,35,64,60,3,9188
426,18925,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,81,113,199,452,0,0,0,0,0,0,2,5,35,64,60,3,9188
427,18963,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,83,114,203,458,0,0,0,0,0,0,2,5,35,64,60,3,9188
428,19000,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,88,121,211,465,0,0,0,0,0,0,2,5,35,64,60,3,9188
429,19037,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,85,115,205,465,0,0,0,0,0,0,2,5,35,64,60,3,9188
430,19075,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,88,120,212,466,0,0,0,0,0,0,2,5,35,64,60,3,9188
431,19116,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,85,118,206,457,0,0,0,0,0,0,2,5,35,64,60,3,9188
432,19154,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,76,108,188,421,0,0,0,0,0,0,2,5,35,64,60,3,9188
433,19191,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,75,108,185,404,0,0,0,0,0,0,2,5,35,64,60,3,9188
434,19228,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,106,181,399,0,0,0,0,0,0,2,5,35,64,60,3,9188
435,19266,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,75,107,183,400,0,0,0,0,0,0,2,5,35,64,60,3,9188
436,19303,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,74,107,183,401,0,0,0,0,0,0,2,5,35,64,60,3,9188
437,19345,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,76,109,184,410,0,0,0,0,0,0,2,5,35,64,60,3,9188
438,19382,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,76,107,186,412,0,0,0,0,0,0,2,5,35,64,60,3,9188
439,19419,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,77,110,189,417,0,0,0,0,0,0,2,5,35,64,60,3,9188
440,19457,9.749,-0.430,0,0,0,0,0,0,0,0,7,18,75,107,186,415,0,0,0,0,0,0,2,5,35,64,60,3,9188
441,19494,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,78,111,189,417,0,0,0,0,0,0,2,5,35,64,60,3,9188
442,19535,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,78,111,190,418,0,0,0,0,0,0,2,5,35,64,60,3,9188
443,19573,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,75,106,184,415,0,0,0,0,0,0,2,5,35,64,60,3,9188
444,19610,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,78,112,191,416,0,0,0,0,0,0,2,5,35,64,60,3,9188
445,19648,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,74,106,186,417,0,0,0,0,0,0,2,5,35,64,60,3,9188
446,19685,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,79,113,192,417,0,0,0,0,0,0,2,5,35,64,60,3,9188
447,19722,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,75,106,185,419,0,0,0,0,0,0,2,5,35,64,60,3,9188
448,19764,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,75,106,185,418,0,0,0,0,0,0,2,5,35,64,60,3,9188
449,19801,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,79,113,193,422,0,0,0,0,0,0,2,5,35,64,60,3,9188
450,19838,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,75,107,186,422,0,0,0,0,0,0,2,5,35,64,60,3,9188
451,20030,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,105,174,373,0,0,0,0,0,0,2,5,35,64,60,3,9188
452,20068,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,105,174,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
453,20109,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,69,100,170,373,0,0,0,0,0,0,2,5,35,64,60,3,9188
454,20146,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,100,170,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
455,20184,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,105,175,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
456,20221,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,70,102,173,378,0,0,0,0,0,0,2,5,35,64,60,3,9188
457,20258,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,105,176,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
458,20296,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,102,174,383,0,0,0,0,0,0,2,5,35,64,60,3,9188
459,20337,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,104,176,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
460,20374,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,103,177,390,0,0,0,0,0,0,2,5,35,64,60,3,9188
461,20412,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,73,105,179,395,0,0,0,0,0,0,2,5,35,64,60,3,9188
462,20449,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,104,178,401,0,0,0,0,0,0,2,5,35,64,60,3,9188
463,20486,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,74,106,182,402,0,0,0,0,0,0,2,5,35,64,60,3,9188
464,20524,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,72,104,181,409,0,0,0,0,0,0,2,5,35,64,60,3,9188
465,20565,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,104,182,416,0,0,0,0,0,0,2,5,35,64,60,3,9188
466,20602,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,78,111,190,420,0,0,0,0,0,0,2,5,35,64,60,3,9188
467,20640,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,71,102,180,408,0,0,0,0,0,0,2,5,35,64,60,3,9188
468,20677,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,106,180,391,0,0,0,0,0,0,2,5,35,64,60,3,9188
469,20714,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,98,169,383,0,0,0,0,0,0,2,5,35,64,60,3,9188
470,20755,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,99,170,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
471,20793,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,72,105,176,385,0,0,0,0,0,0,2,5,35,64,60,3,9188
472,20830,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,100,173,391,0,0,0,0,0,0,2,5,35,64,60,3,9188
473,20868,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,106,181,399,0,0,0,0,0,0,2,5,35,64,60,3,9188
474,20905,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,102,177,405,0,0,0,0,0,0,2,5,35,64,60,3,9188
475,20942,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,106,183,408,0,0,0,0,0,0,2,5,35,64,60,3,9188
476,21138,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,74,106,186,425,0,0,0,0,0,0,2,5,35,64,60,3,9188
477,21175,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,75,107,188,430,0,0,0,0,0,0,2,5,35,64,60,3,9188
478,21212,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,75,108,190,432,0,0,0,0,0,0,2,5,35,64,60,3,9188
479,21250,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,75,107,188,434,0,0,0,0,0,0,2,5,35,64,60,3,9188
480,21287,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,76,108,191,436,0,0,0,0,0,0,2,5,35,64,60,3,9188
481,21329,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,76,108,190,437,0,0,0,0,0,0,2,5,35,64,60,3,9188
482,21366,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,71,103,183,426,0,0,0,0,0,0,2,5,35,64,60,3,9188
483,21403,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,103,178,401,0,0,0,0,0,0,2,5,35,64,60,3,9188
484,21441,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,96,167,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
485,21478,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,170,373,0,0,0,0,0,0,2,5,35,64,60,3,9188
486,21515,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,95,164,371,0,0,0,0,0,0,2,5,35,64,60,3,9188
487,21557,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,65,95,165,373,0,0,0,0,0,0,2,5,35,64,60,3,9188
488,21594,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,69,102,172,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
489,21632,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,96,168,380,0,0,0,0,0,0,2,5,35,64,60,3,9188
490,21669,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,103,175,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
491,21706,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,97,169,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
492,21744,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,104,177,392,0,0,0,0,0,0,2,5,35,64,60,3,9188
493,21785,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,104,179,399,0,0,0,0,0,0,2,5,35,64,60,3,9188
494,21822,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,100,174,401,0,0,0,0,0,0,2,5,35,64,60,3,9188
495,21860,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,105,181,405,0,0,0,0,0,0,2,5,35,64,60,3,9188
496,21897,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,101,177,409,0,0,0,0,0,0,2,5,35,64,60,3,9188
497,21935,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,105,182,413,0,0,0,0,0,0,2,5,35,64,60,3,9188
498,21976,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,105,183,414,0,0,0,0,0,0,2,5,35,64,60,3,9188
499,22013,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,71,103,181,418,0,0,0,0,0,0,2,5,35,64,60,3,9188
500,22051,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,72,105,184,421,0,0,0,0,0,0,2,5,35,64,60,3,9188
501,22243,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,99,167,369,0,0,0,0,0,0,2,5,35,64,60,3,9188
502,22280,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,98,166,372,0,0,0,0,0,0,2,5,35,64,60,3,9188
503,22318,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,100,169,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
504,22359,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,169,374,0,0,0,0,0,0,2,5,35,64,60,3,9188
505,22396,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,100,169,377,0,0,0,0,0,0,2,5,35,64,60,3,9188
506,22434,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,169,378,0,0,0,0,0,0,2,5,35,64,60,3,9188
507,22471,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,171,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
508,22508,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,169,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
509,22550,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,98,169,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
510,22587,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,102,174,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
511,22624,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,66,98,169,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
512,22662,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,104,176,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
513,22699,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,97,169,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
514,22736,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,70,103,175,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
515,22778,9.749,-0.430,0,0,0,0,0,0,0,0,7,16,69,102,175,390,0,0,0,0,0,0,2,5,35,64,60,3,9188
516,22815,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,96,169,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
517,22852,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,102,174,389,0,0,0,0,0,0,2,5,35,64,60,3,9188
518,22890,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,163,373,0,0,0,0,0,0,2,5,35,64,60,3,9188
519,22927,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,163,361,0,0,0,0,0,0,2,5,35,64,60,3,9188
520,22968,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,96,161,356,0,0,0,0,0,0,2,5,35,64,60,3,9188
521,23006,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,62,93,158,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
522,23043,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,96,161,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
523,23080,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,162,360,0,0,0,0,0,0,2,5,35,64,60,3,9188
524,23118,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,164,362,0,0,0,0,0,0,2,5,35,64,60,3,9188
525,23155,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,65,96,163,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
526,23350,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,102,174,389,0,0,0,0,0,0,2,5,35,64,60,3,9188
527,23387,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,102,177,396,0,0,0,0,0,0,2,5,35,64,60,3,9188
528,23425,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,68,99,173,403,0,0,0,0,0,0,2,5,35,64,60,3,9188
529,23462,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,104,179,406,0,0,0,0,0,0,2,5,35,64,60,3,9188
530,23499,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,99,177,411,0,0,0,0,0,0,2,5,35,64,60,3,9188
531,23537,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,106,184,418,0,0,0,0,0,0,2,5,35,64,60,3,9188
532,23578,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,74,107,187,423,0,0,0,0,0,0,2,5,35,64,60,3,9188
533,23616,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,100,178,419,0,0,0,0,0,0,2,5,35,64,60,3,9188
534,23653,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,103,176,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
535,23690,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,65,95,166,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
536,23728,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,101,170,374,0,0,0,0,0,0,2,5,35,64,60,3,9188
537,23769,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,169,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
538,23806,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,65,96,166,377,0,0,0,0,0,0,2,5,35,64,60,3,9188
539,23844,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,171,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
540,23881,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,98,169,383,0,0,0,0,0,0,2,5,35,64,60,3,9188
541,23918,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,171,385,0,0,0,0,0,0,2,5,35,64,60,3,9188
542,23956,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,170,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
543,23997,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,99,171,383,0,0,0,0,0,0,2,5,35,64,60,3,9188
544,24034,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,98,170,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
545,24072,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,68,101,172,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
546,24109,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,98,170,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
547,24146,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,101,172,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
548,24188,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,102,174,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
549,24225,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,97,170,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
550,24262,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,70,103,175,394,0,0,0,0,0,0,2,5,35,64,60,3,9188
551,24454,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,93,159,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
552,24491,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,93,159,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
553,24529,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,165,361,0,0,0,0,0,0,2,5,35,64,60,3,9188
554,24570,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,100,167,366,0,0,0,0,0,0,2,5,35,64,60,3,9188
555,24607,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,94,162,368,0,0,0,0,0,0,2,5,35,64,60,3,9188
556,24645,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,100,168,369,0,0,0,0,0,0,2,5,35,64,60,3,9188
557,24682,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,163,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
558,24719,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,168,369,0,0,0,0,0,0,2,5,35,64,60,3,9188
559,24757,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,165,373,0,0,0,0,0,0,2,5,35,64,60,3,9188
560,24798,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,97,166,374,0,0,0,0,0,0,2,5,35,64,60,3,9188
561,24835,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,100,170,380,0,0,0,0,0,0,2,5,35,64,60,3,9188
562,24873,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,98,168,380,0,0,0,0,0,0,2,5,35,64,60,3,9188
563,24910,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,170,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
564,24947,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,99,170,384,0,0,0,0,0,0,2,5,35,64,60,3,9188
565,24989,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,100,172,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
566,25026,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,171,391,0,0,0,0,0,0,2,5,35,64,60,3,9188
567,25064,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,102,175,396,0,0,0,0,0,0,2,5,35,64,60,3,9188
568,25101,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,97,169,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
569,25138,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,167,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
